,author,date,description,format,genre,pages,publisher,rating,title,url
230,Nathanael Johnson,['April 5th 2016'],"It all started with Nathanael Johnsons decision to teach his daughter the name of every tree they passed on their walk to day care in San Francisco. This project turned into a quest to discover the secrets of the neighborhoods flora and fauna, and yielded more than names and trivia: Johnson developed a relationship with his nonhuman neighbors.Johnson argues that learning
It all started with Nathanael Johnson’s decision to teach his daughter the name of every tree they passed on their walk to day care in San Francisco. This project turned into a quest to discover the secrets of the neighborhood’s flora and fauna, and yielded more than names and trivia: Johnson developed a relationship with his nonhuman neighbors.Johnson argues that learning to see the world afresh, like a child, shifts the way we think about nature: Instead of something distant and abstract, nature becomes real—all at once comical, annoying, and beautiful. This shift can add tremendous value to our lives, and it might just be the first step in saving the world.No matter where we live—city, country, oceanside, ormountains—there are wonders that we walk past every day. Unseen City widens the pinhole of our perspective by allowing us to view the world from the high-altitude eyes of a turkey vulture and the distinctly low-altitude eyes of a snail. The narrative allows us to eavesdrop on the comically frenetic life of a squirrel and peer deep into the past with a ginkgo biloba tree. Each of these organisms has something unique to tell us about our neighborhoods and, chapter by chapter, Unseen City takes us on a journey that is part nature lesson and part love letter to the world’s urban jungles. With the right perspective, a walk to the subway can be every bit as entrancing as a walk through a national park.",Hardcover,Nonfiction,224,['by Rodale Books'],4.04,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",https://www.goodreads.com/book/show/25664449-unseen-city?from_choice=true
231,Robert Moor,[],"In 2009, while thru-hiking the Appalachian Trail, Robert Moor began to wonder about the paths that lie beneath our feet: How do they form? Why do some improve over time while others fade? What makes us follow or strike off on our own? Over the course of the next seven years, Moor traveled the globe, exploring trails of all kinds, from the miniscule to the massive. He
In 2009, while thru-hiking the Appalachian Trail, Robert Moor began to wonder about the paths that lie beneath our feet: How do they form? Why do some improve over time while others fade? What makes us follow or strike off on our own? Over the course of the next seven years, Moor traveled the globe, exploring trails of all kinds, from the miniscule to the massive. He learned the tricks of master trail-builders, hunted down long-lost Cherokee trails, and traced the origins of our road networks and the Internet. In each chapter, Moor interweaves his adventures with findings from science, history, philosophy, and nature writing—combining the nomadic joys of Peter Matthiessen with the eclectic wisdom of Lewis Hyde’s The Gift.Throughout, Moor reveals how this single topic—the oft-overlooked trail—sheds new light on a wealth of age-old questions: How does order emerge out of chaos? How did animals first crawl forth from the seas and spread across continents? How has humanity’s relationship with nature and technology shaped world around us? And, ultimately, how does each of us pick a path through life?Moor has the essayist’s gift for making new connections, the adventurer’s love for paths untaken, and the philosopher’s knack for asking big questions. With a breathtaking arc that spans from the dawn of animal life to the digital era, On Trails is a book that makes us see our world, our history, our species, and our ways of life anew.",Hardcover,Nonfiction,352,['by Simon  Schuster'],3.97,On Trails: An Exploration,https://www.goodreads.com/book/show/27276431-on-trails?from_choice=true
232,Brian Christian,['April 19th 2016'],"A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How
A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How much messiness should we accept? What balance of new activities and familiar favorites is the most fulfilling? These may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such issues for decades. And the solutions they've found have much to teach us.In a dazzlingly interdisciplinary work, acclaimed author Brian Christian and cognitive scientist Tom Griffiths show how the algorithms used by computers can also untangle very human questions. They explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living.",Hardcover,Nonfiction,368,['by Henry Holt and Co.'],4.15,Algorithms to Live By: The Computer Science of Human Decisions,https://www.goodreads.com/book/show/25666050-algorithms-to-live-by?from_choice=true
233,Jo Marchant,['January 19th 2016'],"A rigorous, skeptical, deeply reported look at the new science behind the mind's surprising ability to heal the bodyHave you ever felt a surge of adrenaline after narrowly avoiding an accident? Salivated at the sight (or thought) of a sour lemon? Felt turned on just from hearing your partner's voice? If so, then you've experienced how dramatically the workings of your mind
A rigorous, skeptical, deeply reported look at the new science behind the mind's surprising ability to heal the bodyHave you ever felt a surge of adrenaline after narrowly avoiding an accident? Salivated at the sight (or thought) of a sour lemon? Felt turned on just from hearing your partner's voice? If so, then you've experienced how dramatically the workings of your mind can affect your body.Yet while we accept that stress or anxiety can damage our health, the idea of ""healing thoughts"" was long ago hijacked by New Age gurus and spiritual healers. Recently, however, serious scientists from a range of fields have been uncovering evidence that our thoughts, emotions and beliefs can ease pain, heal wounds, fend off infection and heart disease and even slow the progression of AIDS and some cancers.In Cure, award-winning science writer Jo Marchant travels the world to meet the physicians, patients and researchers on the cutting edge of this new world of medicine. We learn how meditation protects against depression and dementia, how social connections increase life expectancy and how patients who feel cared for recover from surgery faster. We meet Iraq war veterans who are using a virtual arctic world to treat their burns and children whose ADHD is kept under control with half the normal dose of medication. We watch as a transplant patient uses the smell of lavender to calm his hostile immune system and an Olympic runner shaves vital seconds off his time through mind-power alone.Drawing on the very latest research, Marchant explores the vast potential of the mind's ability to heal, lays out its limitations and explains how we can make use of the findings in our own lives. With clarity and compassion, Cure points the way towards a system of medicine that treats us not simply as bodies but as human beings.",Hardcover,Nonfiction,320,['by Crown'],4.08,Cure: A Journey into the Science of Mind Over Body,https://www.goodreads.com/book/show/25430578-cure?from_choice=true
234,Ed Yong,['August 9th 2016'],"Every animal, whether human, squid, or wasp, is home to millions of bacteria and other microbes. Many people think of microbes as germs to be eradicated, but those that live with usthe microbiomebuild our bodies, protect our health, shape our identities, and grant us incredible abilities. In this astonishing book, Ed Yong takes us on a grand tour through our microbial
Every animal, whether human, squid, or wasp, is home to millions of bacteria and other microbes. Many people think of microbes as germs to be eradicated, but those that live with us—the microbiome—build our bodies, protect our health, shape our identities, and grant us incredible abilities. In this astonishing book, Ed Yong takes us on a grand tour through our microbial partners, and introduces us to the scientists on the front lines of discovery. Yong, whose humor is as evident as his erudition, prompts us to look at ourselves and our animal companions in a new light—less as individuals and more as the interconnected, interdependent multitudes we assuredly are. The microbes in our bodies are part of our immune systems and protect us from disease. Those in cows and termites digest the plants they eat. In the deep oceans, mysterious creatures without mouths or guts depend on microbes for all their energy. Bacteria provide squids with invisibility cloaks, help beetles to bring down forests, and allow worms to cause diseases that afflict millions of people. I Contain Multitudes is the story of these extraordinary partnerships, between the creatures we are familiar with and those we are not. It reveals how we humans are disrupting these partnerships and how we might manipulate them for our own good. It will change both our view of nature and our sense of where we belong in it.",Hardcover,Science,368,['by Ecco'],4.17,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,https://www.goodreads.com/book/show/27213168-i-contain-multitudes?from_choice=true
235,Kevin Kelly,['June 7th 2016'],"From one of our leading technology thinkers and writers, a guide through the twelve technological imperatives that will shape the next thirty years and transform our livesMuch of what will happen in the next thirty years is inevitable, driven by technological trends that are already in motion. In this fascinating, provocative new book, Kevin Kelly provides an optimistic
From one of our leading technology thinkers and writers, a guide through the twelve technological imperatives that will shape the next thirty years and transform our livesMuch of what will happen in the next thirty years is inevitable, driven by technological trends that are already in motion. In this fascinating, provocative new book, Kevin Kelly provides an optimistic road map for the future, showing how the coming changes in our lives—from virtual reality in the home to an on-demand economy to artificial intelligence embedded in everything we manufacture—can be understood as the result of a few long-term, accelerating forces. Kelly both describes these deep trends—flowing, screening, accessing, sharing, filtering, remixing, tracking, and questioning—and demonstrates how they overlap and are codependent on one another. These larger forces will completely revolutionize the way we buy, work, learn, and communicate with each other. By understanding and embracing them, says Kelly, it will be easier for us to remain on top of the coming wave of changes and to arrange our day-to-day relationships with technology in ways that bring forth maximum benefits. Kelly’s bright, hopeful book will be indispensable to anyone who seeks guidance on where their business, industry, or life is heading—what to invent, where to work, in what to invest, how to better reach customers, and what to begin to put into place—as this new world emerges.",Hardcover,Nonfiction,336,['by Viking'],3.94,The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,https://www.goodreads.com/book/show/27209431-the-inevitable?from_choice=true
236,James Gleick,['September 27th 2016'],"From the acclaimed author of The Information and Chaos, here is a mind-bending exploration of time travel: its subversive origins, its evolution in literature and science, and its influence on our understanding of time itself. The story begins at the turn of the previous century, with the young H. G. Wells writing and rewriting the fantastic tale that became his first book
From the acclaimed author of The Information and Chaos, here is a mind-bending exploration of time travel: its subversive origins, its evolution in literature and science, and its influence on our understanding of time itself. The story begins at the turn of the previous century, with the young H. G. Wells writing and rewriting the fantastic tale that became his first book and an international sensation: The Time Machine. It was an era when a host of forces was converging to transmute the human understanding of time, some philosophical and some technological: the electric telegraph, the steam railroad, the discovery of buried civilizations, and the perfection of clocks. James Gleick tracks the evolution of time travel as an idea that becomes part of contemporary culture—from Marcel Proust to Doctor Who, from Jorge Luis Borges to Woody Allen. He investigates the inevitable looping paradoxes and examines the porous boundary between pulp fiction and modern physics. Finally, he delves into a temporal shift that is unsettling our own moment: the instantaneous wired world, with its all-consuming present and vanishing future.",Hardcover,Science,313,['by Pantheon Books'],3.58,Time Travel: A History,https://www.goodreads.com/book/show/28587950-time-travel?from_choice=true
237,Cathy O'Neil,['September 6th 2016'],"A former Wall Street quant sounds an alarm on mathematical modelinga pervasive new force in society that threatens to undermine democracy and widen inequality.   We live in the age of the algorithm. Increasingly, the decisions that affect our liveswhere we go to school, whether we get a car loan, how much we pay for health insuranceare being made not by humans, but by
A former Wall Street quant sounds an alarm on mathematical modeling—a pervasive new force in society that threatens to undermine democracy and widen inequality.   We live in the age of the algorithm. Increasingly, the decisions that affect our lives—where we go to school, whether we get a car loan, how much we pay for health insurance—are being made not by humans, but by mathematical models. In theory, this should lead to greater fairness: Everyone is judged according to the same rules, and bias is eliminated. But as Cathy O’Neil reveals in this shocking book, the opposite is true. The models being used today are opaque, unregulated, and uncontestable, even when they’re wrong. Most troubling, they reinforce discrimination: If a poor student can’t get a loan because a lending model deems him too risky (by virtue of his race or neighborhood), he’s then cut off from the kind of education that could pull him out of poverty, and a vicious spiral ensues. Models are propping up the lucky and punishing the downtrodden, creating a “toxic cocktail for democracy.” Welcome to the dark side of Big Data.   Tracing the arc of a person’s life, from college to retirement, O’Neil exposes the black box models that shape our future, both as individuals and as a society. Models that score teachers and students, sort resumes, grant (or deny) loans, evaluate workers, target voters, set parole, and monitor our health—all have pernicious feedback loops. They don’t simply describe reality, as proponents claim, they change reality, by expanding or limiting the opportunities people have. O’Neil calls on modelers to take more responsibility for how their algorithms are being used. But in the end, it’s up to us to become more savvy about the models that govern our lives. This important book empowers us to ask the tough questions, uncover the truth, and demand change.",Hardcover,Nonfiction,259,['by Crown'],3.87,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,https://www.goodreads.com/book/show/28186015-weapons-of-math-destruction?from_choice=true
238,Julie Zickefoose,['April 12th 2016'],"If youve ever wondered what goes on in bird nests, or what happens after a fledgling leaves the nest, come along on Julies sensitive exploration of often-uncharted ornithological ground. This beautiful book is as much an art book as it is a natural history, something readers have come to expect from Julie Zickefoose. More than 400 watercolor paintings show the
If you’ve ever wondered what goes on in bird nests, or what happens after a fledgling leaves the nest, come along on Julie’s sensitive exploration of often-uncharted ornithological ground. This beautiful book is as much an art book as it is a natural history, something readers have come to expect from Julie Zickefoose. More than 400 watercolor paintings show the breathtakingly swift development of seventeen different species of wild birds. Sixteen of those species nest on Julie's wildlife sanctuary, so she knows the birds intimately, and writes about them with authority. To create the bulk of this extraordinary work, Julie would borrow a wild nestling, draw it, then return it to its nest every day until it fledged. Some were orphans she raised by hand, giving the ultimate insider’s glimpse into their lives. In sparkling prose, Julie shares a lifetime of insight about bird breeding biology, growth, and cognition.   As an artist and wildlife rehabilitator, Julie possesses a unique skill set that includes sketching and painting rapidly from life as well as handling delicate hatchlings. She is uniquely positioned to create such an opus, and in fact, nothing like it has ever been attempted. Julie has many fans, and she will gain many more with this unparalleled work.",Hardcover,Nonfiction,352,['by Houghton Mifflin Harcourt'],4.52,Baby Birds: An Artist Looks into the Nest,https://www.goodreads.com/book/show/25897940-baby-birds?from_choice=true
239,Mary Ellen Hannibal,"['September 6th 2016', 'August 2016)']","Citizen science might just be our last, best chance to fight extinction. But is there really hope for threatened species? Mary Ellen Hannibal needed to find out. Hannibal, an award-winning writer and emerging emissary from scientists to the public, sets out to become a citizen scientist herself. In search of vanishing species, she wades into tide pools, follows hawks, and
Citizen science might just be our last, best chance to fight extinction. But is there really hope for threatened species? Mary Ellen Hannibal needed to find out. Hannibal, an award-winning writer and emerging emissary from scientists to the public, sets out to become a citizen scientist herself. In search of vanishing species, she wades into tide pools, follows hawks, and scours mountains. The data she collects will help environmental research—but her most precious discovery might be her fellow citizen scientists: a heroic cast of volunteers devoting long hours to helping scientists measure—and even slow—today’s unprecedented mass extinction. A consummate reporter, Hannibal digs into the origins of the tech-savvy citizen science movement—tracing it back through centuries of amateur observation by writers and naturalists. Prompted by her novelist father’s sudden death, she also examines her own past and discovers a family legacy of looking closely at the world. Her personal loss only fuels her quest to bear witness to life, and so she ultimately returns her gaze to the wealth of species still left to fight for. Combining research and memoir in impassioned prose, Citizen Scientist is a literary event, a blueprint for action, and the story of how one woman rescues herself from an odyssey of loss—with a new kind of science.",Hardcover,Science,432,['by The Experiment'],3.70,Citizen Scientist: Searching for Heroes and Hope in an Age of Extinction,https://www.goodreads.com/book/show/22580997-citizen-scientist?from_choice=true
240,Chrissy Teigen,['February 23rd 2016'],"Maybe shes on a photo shoot in Zanzibar. Maybe shes making people laugh on TV. But all Chrissy Teigen really wants to do is talk about dinner. Or breakfast. Lunch gets some love, too.For years, shes been collecting, cooking, and Instagramming her favorite recipes, and here they are: from breakfast all day to Johns famous fried chicken with spicy honey butter to her moms
Maybe she’s on a photo shoot in Zanzibar. Maybe she’s making people laugh on TV. But all Chrissy Teigen really wants to do is talk about dinner. Or breakfast. Lunch gets some love, too.For years, she’s been collecting, cooking, and Instagramming her favorite recipes, and here they are: from breakfast all day to John’s famous fried chicken with spicy honey butter to her mom’s Thai classics. Salty, spicy, saucy, and fun as sin (that’s the food, but that’s Chrissy, too), these dishes are for family, for date night at home, for party time, and for a few life-sucks moments (salads). You’ll learn the importance of chili peppers, the secret to cheesy-cheeseless eggs, and life tips like how to use bacon as a home fragrance, the single best way to wake up in the morning, and how not to overthink men or Brussels sprouts. Because for Chrissy Teigen, cooking, eating, life, and love are one and the same.",Hardcover,Food and Drink,240,['by Clarkson Potter'],4.15,Cravings: Recipes for All the Food You Want to Eat,https://www.goodreads.com/book/show/25982685-cravings?from_choice=true
241,Theresa Carle-Sanders,['June 14th 2016'],"Take a bite out of Diana Gabaldons New York Times bestselling Outlander novels, the inspiration for the hit Starz series, with this immersive official cookbook from OutlanderKitchen.com founder Theresa Carle-Sanders!   Claire Beauchamp Randalls incredible journey from postwar Britain to eighteenth-century Scotland is a feast for all five senses, and taste is no exception.
Take a bite out of Diana Gabaldon’s New York Times bestselling Outlander novels, the inspiration for the hit Starz series, with this immersive official cookbook from OutlanderKitchen.com founder Theresa Carle-Sanders!   Claire Beauchamp Randall’s incredible journey from postwar Britain to eighteenth-century Scotland is a feast for all five senses, and taste is no exception. From Claire’s first lonely bowl of porridge at Castle Leoch to the decadent roast beef served after her hasty wedding to Highland warrior Jamie Fraser, from gypsy stew and jam tarts to fried chicken and buttermilk drop biscuits, there are enough mouth-watering meals along the way to whet the appetite of even the most demanding palate.   Now professional chef and founder of OutlanderKitchen.com Theresa Carle-Sanders offers up this extraordinary cuisine for your table. Featuring more than one hundred recipes, Outlander Kitchen retells Claire and Jamie’s incredible story through the flavors of the Scottish Highlands and beyond. Following the high standards for prodigious research and boundless creativity set by Diana Gabaldon herself, Carle-Sanders draws on the events and characters of the novels to deliver delicious and inventive dishes that highlight local ingredients and traditional cooking techniques. Yet amateur chefs need not fear: These doable, delectable recipes have been updated for today’s modern kitchens. Here are just a few of the dishes that will keep the world of Outlander on your mind morning, noon, and nicht:  • Breakfast: Yeasted Buckwheat Pancakes; A Coddled Egg for Duncan; Bacon, Asparagus, and Wild Mushroom Omelette• Appetizers: Cheese Savories; Rolls with Pigeons and Truffles; Beer-Battered Corn Fritters • Soups & Stocks: Cock-a-Leekie Soup; Murphy’s Beef Broth; Drunken Mock-Turtle Soup• Mains: Sarah Woolam’s Scotch Pies; Slow-Cooked Chicken Fricassee; Conspirators’ Cassoulet• Sides: Auld Ian’s Buttered Leeks; Matchstick Cold-Oil Fries; Honey-Roasted Butternut Squash• Bread & Baking: Pumpkin Seed and Herb Oatcakes; Fiona’s Cinnamon Scones; Jocasta’s Auld Country Bannocks• Sweets & Desserts: Black Jack Randall’s Dark Chocolate Lavender Fudge; Governor Tryon’s Humble Crumble Apple Pie; Banoffee Trifle at River Run   With full-color photographs and plenty of extras—including cocktails, condiments, and preserves—Outlander Kitchen is an entertainment experience to savor, a wide-ranging culinary crash course, and a time machine all rolled into one. Forget Bon appétit. As the Scots say, Ith do leòr!",Hardcover,Food and Drink,352,['by Delacorte Press'],4.25,Outlander Kitchen: The Official Outlander Companion Cookbook,https://www.goodreads.com/book/show/26832930-outlander-kitchen?from_choice=true
242,Loren Bouchard,['March 22nd 2016'],"The Bobs Burgers Burger Book gives hungry fans their best chance to eat one of Bob Belchers beloved specialty Burgers of the Day in seventy-five original, practical recipes. With its warm, edgy humor, outstanding vocal cast, and signature musical numbers, Bobs Burgers has become one of the most acclaimed and popular animated series on television, winning the 2014 Emmy
The Bob’s Burgers Burger Book gives hungry fans their best chance to eat one of Bob Belcher’s beloved specialty Burgers of the Day in seventy-five original, practical recipes. With its warm, edgy humor, outstanding vocal cast, and signature musical numbers, Bob’s Burgers has become one of the most acclaimed and popular animated series on television, winning the 2014 Emmy Award for Outstanding Animated Program and inspiring a hit ongoing comic book and original sound track album. Now fans can get the ultimate Bob’s Burgers experience at home with seventy-five straight from the show but actually edible Burgers of the Day. Recipes include the ""Bleu is the Warmest Cheese Burger,"" the ""Bruschetta-Bout-It Burger,"" and the ""Shoot-Out at the OK-ra Corral Burger (comes with Fried Okra)."" Serve the ""Sweaty Palms Burger (comes with Hearts of Palm)"" to your ultimate crush, just like Tina Belcher, or ponder modern American literature with the ""I Know Why the Cajun Burger Sings Burger."" Fully illustrated with all-new art in the series’s signature style, The Bob’s Burgers Burger Book showcases the entire Belcher family as well as beloved characters including Teddy, Jimmy Pesto Jr., and Aunt Gayle. All recipes come from the fan-created and heavily followed blog ""The Bob’s Burger Experiment.""",Hardcover,Food and Drink,128,['by Universe'],4.44,The Bob's Burgers Burger Book: Real Recipes for Joke Burgers,https://www.goodreads.com/book/show/25982612-the-bob-s-burgers-burger-book?from_choice=true
243,Alton Brown,['September 27th 2016'],"My name is Alton Brown, and I wrote this book. Its my first in a few years because Ive been a little busy with TV stuff and interwebs stuff and live stage show stuff. Sure, Ive been cooking, but its been mostly to feed myself and people in my immediate vicinitywhich is really what a cook is supposed to do, right? Well, one day I was sitting around trying to organize my
My name is Alton Brown, and I wrote this book. It’s my first in a few years because I’ve been a little busy with TV stuff and interwebs stuff and live stage show stuff. Sure, I’ve been cooking, but it’s been mostly to feed myself and people in my immediate vicinity—which is really what a cook is supposed to do, right? Well, one day I was sitting around trying to organize my recipes, and I realized that I should put them into a personal collection. One thing led to another, and here’s EveryDayCook. There’s still plenty of science and hopefully some humor in here (my agent says that’s my “wheelhouse”), but unlike in my other books, a lot of attention went into the photos, which were all taken on my iPhone (take that, Instagram) and are suitable for framing. As for the recipes, which are arranged by time of day, they’re pretty darned tasty. Highlights include:  • Morning: Buttermilk Lassi, Overnight Coconut Oats, Nitrous Pancakes • Coffee Break: Cold Brew Coffee, Lacquered Bacon, Seedy Date Bars• Noon: Smoky the Meat Loaf, Grilled Cheese Grilled Sandwich, “EnchiLasagna” or “Lasagnalada”• Afternoon: Green Grape Cobbler, Crispy Chickpeas, Savory Greek Yogurt Dip• Evening: Bad Day Bitter Martini, Mussels-O-Miso, Garam Masalmon Steaks• Anytime: The General’s Fried Chicken, Roasted Chile Salsa, Peach Punch Pops• Later: Cider House Fondue, Open Sesame Noodles, Chocapocalypse Cookie So let’s review: 101 recipes with mouthwatering photos, a plethora of useful insights on methods, tools, and ingredients all written by an “award-winning and influential educator and tastemaker.” That last part is from the PR office. Real people don’t talk like that.",Hardcover,Food and Drink,304,['by Ballantine Books'],4.25,EveryDayCook,https://www.goodreads.com/book/show/28503835-everydaycook?from_choice=true
244,Tessa Huff,['April 19th 2016'],"Its time to venture beyond vanilla and chocolate and take your baking skills up a notch. Were talking layerstwo, three, four, or more!   Create sky-high, bakery-quality treats at home with Tessa Huffs 150 innovative recipes, which combine new and exciting flavors of cake, fillings, and frostingseverything from pink peppercorn cherry to bourbon butterscotch, and pumpkin
It’s time to venture beyond vanilla and chocolate and take your baking skills up a notch. We’re talking layers—two, three, four, or more!   Create sky-high, bakery-quality treats at home with Tessa Huff’s 150 innovative recipes, which combine new and exciting flavors of cake, fillings, and frostings—everything from pink peppercorn cherry to bourbon butterscotch, and pumpkin vanilla chai to riesling rhubarb and raspberry chocolate stout. Including contemporary baking methods and industry tips and tricks, Layered covers every decorating technique you’ll ever need with simple instructions and gorgeous step-by-step photos that speak to bakers of every skill level—and to anyone who wants to transform dessert into layer upon layer of edible art.",Hardcover,Food and Drink,288,['by Harry N. Abrams'],4.53,"Layered: Baking, Building, and Styling Spectacular Cakes",https://www.goodreads.com/book/show/26240710-layered?from_choice=true
245,Gwyneth Paltrow,"['April 12th 2016', 'April 5th 2016)']","The #1 New York Times bestselling cookbook that will help anyone make delectable, healthy meals in no time!  Gwyneth Paltrow is back to share more than 125 of her favorite recipes that can be made in the time it would take to order takeout (which often contains high quantities of fat, sugar, and processed ingredients). All the dishes are surprisingly tasty, with little or
The #1 New York Times bestselling cookbook that will help anyone make delectable, healthy meals in no time!

Gwyneth Paltrow is back to share more than 125 of her favorite recipes that can be made in the time it would take to order takeout (which often contains high quantities of fat, sugar, and processed ingredients). All the dishes are surprisingly tasty, with little or no sugar, fat, or gluten. From easy breakfasts to lazy suppers, this book has something for everybody. Yummy recipes include Chocolate Cinnamon Overnight Oats, Soft Polenta with Cherry Tomatoes, Chicken Enchiladas, Pita Bread Pizzas, Quick Sesame Noodles, and more! Plus, an innovative chapter for ""on-the-go"" meals (Moroccan Chicken Salad Wrap, Chopped Salad with Grilled Shrimp, and others) that you can take for lunch to work or school, to a picnic, or to eat while watching soccer practice!",Hardcover,Food and Drink,288,['by Grand Central Life & Style'],3.65,It's All Easy: Delicious Weekday Recipes for the Super-Busy Home Cook,https://www.goodreads.com/book/show/26031228-it-s-all-easy?from_choice=true
246,Angela Liddon,['September 6th 2016'],"Angela Liddons eagerly awaited follow-up to the New York Times bestseller The Oh She Glows Cookbook, featuring more than one hundred quick-and-easy whole-foods, plant-based recipes to keep you glowing every day of the year.   Angela Liddons irresistible and foolproof recipes have become the gold standard for plant-based cooking. Her phenomenally popular blog and New York
Angela Liddon’s eagerly awaited follow-up to the New York Times bestseller The Oh She Glows Cookbook, featuring more than one hundred quick-and-easy whole-foods, plant-based recipes to keep you glowing every day of the year.   Angela Liddon’s irresistible and foolproof recipes have become the gold standard for plant-based cooking. Her phenomenally popular blog and New York Times–bestselling debut, The Oh She Glows Cookbook, have amassed millions of fans eager for her latest collection of creative and accessible recipes. Now, in this highly anticipated follow-up cookbook, Liddon shares wildly delicious recipes that are perfect for busy lifestyles, promising to make plant-based eating convenient every day of the week—including holidays and special occasions! Filled with more than one hundred family-friendly recipes everyone will love, like Oh Em Gee Veggie Burgers, Fusilli Lentil-Mushroom Bolognese, and Ultimate Flourless Brownies, Oh She Glows Every Day also includes useful information on essential pantry ingredients and tips on making recipes kid-, allergy-, and freezer-friendly. A beautiful go-to cookbook from one of the Internet’s most beloved cooking stars, Oh She Glows Every Day proves that it’s possible to cook simple, nourishing, and tasty meals—even on a busy schedule.",Paperback,Food and Drink,336,['by Penguin Canada'],4.27,Oh She Glows Every Day: Simply Satisfying Plant-Based Recipes to Keep You Glowing from the Inside Out,https://www.goodreads.com/book/show/28186250-oh-she-glows-every-day?from_choice=true
247,Larry Olmsted,[],"Youve seen the headlines: Parmesan cheese made from wood pulp. Lobster rolls containing no lobster at all. Extra-virgin olive oil that isnt. Fake foods are in our supermarkets, our restaurants, and our kitchen cabinets. Award-winning food journalist and travel writer Larry Olmsted exposes this pervasive and dangerous fraud perpetrated on unsuspecting Americans.     Real
You’ve seen the headlines: Parmesan cheese made from wood pulp. Lobster rolls containing no lobster at all. Extra-virgin olive oil that isn’t. Fake foods are in our supermarkets, our restaurants, and our kitchen cabinets. Award-winning food journalist and travel writer Larry Olmsted exposes this pervasive and dangerous fraud perpetrated on unsuspecting Americans.     Real Food/Fake Food brings readers into the unregulated food industry, revealing that this shocking deception extends from high-end foods like olive oil, wine, and Kobe beef to everyday staples such as coffee, honey, juice, and cheese. It’s a massive bait and switch where counterfeiting is rampant and where the consumer ultimately pays the price. But Olmsted does more than show us what foods to avoid. A bona fide gourmand, he travels to the sources of the real stuff, to help us recognize what to look for, eat, and savor: genuine Parmigiano-Reggiano from Italy, fresh-caught grouper from Florida, authentic port from Portugal. Real foods that are grown, raised, produced, and prepared with care by masters of their craft.   Part cautionary tale, part culinary crusade, Real Food/Fake Food is addictively readable, mouth-wateringly enjoyable, and utterly relevant. Larry Olmsted convinces us why real food matters.  ",Hardcover,Nonfiction,318,['by Algonquin Books'],3.81,Real Food/Fake Food: Why You Don’t Know What You’re Eating and What You Can Do About It,https://www.goodreads.com/book/show/28110861-real-food-fake-food?from_choice=true
248,Gina Homolka,['October 11th 2016'],"80+ Under 30 Minute Dishes and 60 Slow Cooker Recipes The easiest, tastiest, most convenient healthy recipes--ever!With Skinnytaste Fast and Slow,  you can get a nutritious, flavor-packed, figure-friendly meal--complete with a flourless chocolate brownie made in a slow cooker--on the table any night of the week. Gina Homolka, founder of the widely adored blog Skinnytaste,
80+ Under 30 Minute Dishes and 60 Slow Cooker Recipes The easiest, tastiest, most convenient healthy recipes--ever!With Skinnytaste Fast and Slow,  you can get a nutritious, flavor-packed, figure-friendly meal--complete with a flourless chocolate brownie made in a slow cooker--on the table any night of the week. Gina Homolka, founder of the widely adored blog Skinnytaste,  shares 140 dishes that come together in a snap--whether in a slow cooker or in the oven or on the stovetop. Favorites include:Slow CookerChicken and Dumpling SoupKorean-Style Beef TacosSpicy Harissa Lamb RaguPeach-Strawberry CrumbleUnder 30 MinutesZucchini Noodles with Shrimp and FetaPizza-Stuffed Chicken Roll-UpsGrilled Cheese with Havarti, Brussels Sprouts, and Apple Cauliflower ""Fried"" RiceEach recipe includes nutritional information, which can help you take steps toward weight and health goals, and many dishes are vegetarian, gluten-free, and freezer-friendly--all called out with helpful icons. Gina's practical advice for eating well and 120 color photos round out this indispensable cookbook.",Hardcover,Food and Drink,304,['by Clarkson Potter'],4.16,Skinnytaste Fast and Slow: Knockout Quick-Fix and Slow-Cooker Recipes for Real Life,https://www.goodreads.com/book/show/28588001-skinnytaste-fast-and-slow?from_choice=true
