author,description,format,genre,month,pages,publisher,rating,title,year
Jorge Cham,"<b>Prepare to learn everything we still don't know about our strange, mostly mysterious universe.</b>",Hardcover,Science,May,368,Riverhead Books,4.27,We Have No Idea: A Guide to the Unknown Universe,2017
Dan Egan,<strong>A master reporter’s landmark work of contemporary ecology.</strong>,Hardcover,Nonfiction,March,364,W. W. Norton  Company,4.34,The Death and Life of the Great Lakes,2017
Peter Godfrey-Smith,<b>A philosopher dons a wet suit and journeys into the depths of consciousness</b>,Hardcover,Nonfiction,December,257,"Farrar, Straus and Giroux",3.84,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",2016
Gary Taubes,"<b>From the best-selling author of <i>Why We Get Fat, </i>a groundbreaking, eye-opening expose that makes the convincing case that sugar is the tobacco of the new millennium: backed by powerful lobbies, entrenched in our lives, and making us very sick.</b>",Hardcover,Nonfiction,December,384,Knopf Publishing Group,3.86,The Case Against Sugar,2016
Bill Schutt,"For centuries scientists have written off cannibalism as a bizarre phenomenon with little biological significance. Its presence in nature was dismissed as a desperate response to starvation or other life-threatening circumstances, and few spent time studying it. A taboo subject in our culture, the behavior was portrayed mostly through horror movies or tabloids sensationali",Hardcover,Nonfiction,February,332,Algonquin Books,3.88,Cannibalism: A Perfectly Natural History,2017
Florence   Williams,"For centuries, poets and philosophers extolled the benefits of a walk in the woods: Beethoven drew inspiration from rocks and trees; Wordsworth composed while tromping over the heath; and Nikola Tesla conceived the electric motor while visiting a park. Intrigued by our storied renewal in the natural world, Florence Williams set out to uncover the science behind nature’s po",Hardcover,Nonfiction,February,304,W. W. Norton  Company,3.99,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative",2017
Derek   Thompson,"Nothing ""goes viral."" If you think a popular movie, song, or app came out of nowhere to become a word-of-mouth success in today's crowded media environment, you're missing the real story. Each blockbuster has a secret history--of power, influence, dark broadcasters, and passionate cults that turn some new products into cultural phenomena. Even the most brilliant ideas with",Hardcover,Nonfiction,February,352,Penguin Press,3.95,Hit Makers: The Science of Popularity in an Age of Distraction,2017
Robert M. Sapolsky,<b>Why do we do the things we do?</b>,Hardcover,Science,May,790,Penguin Press,4.41,Behave: The Biology of Humans at Our Best and Worst,2017
Eric Barker,"Much of the advice we’ve been told about achievement is logical, earnest…and downright wrong. In ",Hardcover,Nonfiction,May,320,HarperOne,4.21,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,2017
Adam Alter,"Welcome to the age of behavioral addiction—an age in which half of the American population is addicted to at least one behavior. We obsess over our emails, Instagram likes, and Facebook feeds; we binge on TV episodes and YouTube videos; we work longer hours each year; and we spend an average of three hours each day using our smartphones. Half of us would rather suffer a br",Hardcover,Nonfiction,March,368,Penguin Press                          (first published 2017,3.83,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,2017
Paul A. Offit,What happens when ideas presented as science lead us in the wrong direction? ,Hardcover,Science,April,288,National Geographic Society,4.18,Pandora's Lab: Seven Stories of Science Gone Wrong,2017
Lawrence M. Krauss,"<b>Internationally renowned, award-winning theoretical physicist, <i>New York Times</i> bestselling author of <i>A Universe from Nothing</i>, and passionate advocate for reason, Lawrence Krauss tells the dramatic story of the discovery of the hidden world of reality—a grand poetic vision of nature—and how we find our place within it.</b>",Hardcover,Science,March,336,Atria Books,3.79,The Greatest Story Ever Told—So Far: Why Are We Here?,2017
Jennifer A. Doudna,<b>A trailblazing biologist grapples with her role in </b>,Hardcover,Science,June,304,Houghton Mifflin Harcourt,4.11,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,2017
Joichi Ito,"<b>This ""brilliant and provocative"" (Walter Isaacson) guide shares nine principles to adapt and survive the technological changes shaping our future from the director of the MIT Media Lab and a veteran <i>Wired</i> journalist.</b>",Hardcover,Nonfiction,December,320,Grand Central Publishing,3.90,Whiplash: How to Survive Our Faster Future,2016
Kelly Weinersmith,What will the world of tomorrow be like? How does progress happen? And why do we not have a lunar colony already? What is the hold-up?,Hardcover,Nonfiction,October,358,Penguin Press,3.96,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,2017
Sam Kean,"It's invisible. It's ever-present. Without it, you would die in minutes. And it has an epic story to tell.",Hardcover,Science,July,384,"Little, Brown and Company",4.22,Caesar's Last Breath: Decoding the Secrets of the Air Around Us,2017
Max Tegmark,"<b>How will Artificial Intelligence affect crime, war, justice, jobs, society and our very sense of being human? The rise of AI has the potential to transform our future more than any other technology--and there's nobody better qualified or situated to explore that future than Max Tegmark, an MIT professor who's helped mainstream research on how to keep AI beneficial.</b>",Hardcover,Science,August,364,Knopf Publishing Group,4.10,Life 3.0: Being Human in the Age of Artificial Intelligence,2017
Ree Drummond,Crazy delicious recipes for a crazy busy life from the #1 ,Hardcover,Food and Drink,October,400,William Morrow Cookbooks                          (first published October 17th 2017,4.03,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",2017
Jamie Oliver,<strong>Jamie keeps it super-simple</strong>,Hardcover,Food and Drink,October,320,HarperCollins Publishers                          (first published August 24th 2017,4.16,5 Ingredients – QuickEasy Food,2017
Sarah Michelle Gellar,"<b>More than 100 fun food-crafting ideas that will engage, delight, and amaze kids-from actress, entrepreneur, and mom, Sarah Michelle Gellar, and former <i>Martha Stewart Living </i>contributor Gia Russo.</b>",Hardcover,Food and Drink,April,288,Grand Central Life & Style                          (first published April 4th 2017,3.78,Stirring Up Fun with Food: Over 100 Amazing and Easy Food Crafting Projects,2017
Amy Thielen,<b>A beautifully written food memoir chronicling one cook's journey from her rural Midwestern hometown to the intoxicating world of New York City fine dining and back again in search of her culinary roots.</b>,Hardcover,Autobiography,May,320,Clarkson Potter Publishers,3.68,Give a Girl a Knife,2017
Tia Mowry,"<b>From the star of the Cooking Channel's <i>Tia Mowry at Home</i> comes a timely clean-eating cookbook that will change the way you think about what you eat and jump-start your journey to a healthier, more gorgeous you.</b>",Paperback,Food and Drink,March,320,Ballantine Books,3.99,"Whole New You: How Real Food Transforms Your Life, for a Healthier, More Gorgeous You: A Cookbook",2017
Deb Perelman,"More than 100 new, easy-to-cook, impossible-to-resist recipes from the beloved blogger and ",Hardcover,Food and Drink,October,352,Knopf Publishing Group,3.88,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,2017
Stella Parks,"From One-Bowl Devil’s Food Layer Cake to a flawless Cherry Pie that’s crisp even on the very bottom, ",Hardcover,Food and Drink,August,400,W. W. Norton  Company,4.20,BraveTart: Iconic American Desserts,2017
Michael W. Twitty,"A renowned culinary historian offers a fresh perspective on our most divisive cultural issue, race, in this illuminating memoir of Southern cuisine and food culture that traces his ancestry—both black and white—through food, from Africa to America and slavery to freedom.",Hardcover,Food and Drink,August,444,Amistad,4.06,The Cooking Gene: A Journey Through African American Culinary History in the Old South,2017
Oprah Winfrey,"Oprah Winfrey has spent her life trying to make peace with food, which has been such a source of pleasure and meaning for her. Now Oprah has found ways to have her favorite meals while also controlling her weight, and in ",Hardcover,Food and Drink,January,240,Flatiron Books,3.71,"Food, Health and Happiness: 115 On-Point Recipes for Great Meals and a Better Life",2017
Samin Nosrat,"A visionary new master class in cooking that distills decades of professional experience into just four simple elements, from the woman declared “America’s next great cooking teacher” by Alice Waters.",Hardcover,Food and Drink,April,480,Simon  Schuster,4.55,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",2017
Bianca Bosker,"<b> The <i>Kitchen Confidential</i> of wine: Read this book, and you ll never be intimidated by wine or wine snobs again. <b> Madeline Puckette, Wine Folly<br/></b><br/>For readers of Anthony Bourdain, Susan Orlean, and Mary Roach, a surprising, entertaining and hilarious journey through the world of wine</b>",Paperback,Nonfiction,March,329,Penguin Books,3.87,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",2017
Michael Ruhlman,"Cookbook author and food writer Ruhlman explores the evolution of the American grocery store and how it has affected what we eat. The author uses two of his Midwestern hometown grocery chains, Heinen's and Fazio's, and his memories of his father's love of food and grocery shopping as the foundation for this engaging narrative. While he notes that many other writers have co",Hardcover,Nonfiction,May,307,Harry N. Abrams,3.72,Grocery: The Buying and Selling of Food in America,2017
Katie  Wells,"With six kids, a thriving business and no time, Katie was compelled to create meals that were healthy, easy-to-prepare, and family approved. The number one question she receives from her millions of dedicated fans, is ""how do you do it?"".  They are eager to take the healthy eating advice Katie provides on her popular Wellness Mama blog, and learn how to put it into practic",Hardcover,Food and Drink,December,336,Harmony                          (first published December 2016,3.91,The Wellness Mama Cookbook: 200 Easy-To-Prepare Recipes and Time-Saving Advice for the Busy Cook,2016
Alice Waters,<b>The long-awaited memoir from cultural icon and culinary standard bearer Alice Waters recalls the circuitous road and tumultuous times leading to the opening of what is arguably America's most influential restaurant.</b>,Hardcover,Food and Drink,September,304,Clarkson Potter Publishers,3.33,Coming to My Senses: The Making of a Counterculture Cook,2017
Michelle Tam,"<b>Ready or Not, it's a new cookbook from the James Beard award-nominees and <i>New York Times</i> best-selling creators of Nom Nom Paleo, the wildly popular blog, app, and best-selling cookbook!</b>",Hardcover,Food and Drink,August,352,Andrews McMeel Publishing,4.52,"Ready or Not!: 150+ Make-Ahead, Make-Over, and Make-Now Recipes by Nom Nom Paleo",2017
Kathryne Taylor,"The path to a healthy body and happy belly is paved with real food fresh, wholesome, sustainable....",Hardcover,Food and Drink,May,272,Rodale Books,4.42,Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body,2017
Sarah Lohman,This unique culinary history of America offers a fascinating look at our past and uses long-forgotten recipes to explain how eight flavors changed how we eat.,Hardcover,Nonfiction,December,304,Simon & Schuster,3.92,Eight Flavors: The Untold Story of American Cuisine,2016
Jim Harrison,<i>New York Times</i>,Hardcover,Food and Drink,March,275,Grove Press,4.04,A Really Big Lunch: Meditations on Food and Life from the Roving Gourmand,2017
Yotam Ottolenghi,"In his stunning new baking and desserts cookbook Yotam Ottolenghi and his long-time collaborator Helen Goh bring the Ottolenghi hallmarks of fresh, evocative ingredients, exotic spices and complex flavourings - including fig, rose petal, saffron, aniseed, orange blossom, pistachio and cardamom - to indulgent cakes, biscuits, tarts, puddings, cheesecakes and ice cream.",Hardcover,Food and Drink,October,368,Ten Speed Press                          (first published September 7th 2017,4.34,Sweet,2017
Tieghan Gerard,"Tieghan Gerard grew up in the Colorado mountains as one of seven children. When her dad took too long to get dinner on the table every night, she started doing the cooking--at age 14. Ever-determined to reign in the chaos of her big family, Tieghan found her place in the kitchen. She had a knack for creating unique dishes, which led her to launch her blog, ",Hardcover,Food and Drink,September,304,Clarkson Potter Publishers,4.36,Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains,2017
Sarah Andersen,"Sarah Andersen's second comics collection picks up right where the first left off - huddled under a pile of blankets avoiding the responsibilities of the real world. These new comics (and illustrated personal essays!) follow the ups and downs of the unrelenting self-esteem roller coaster that is young adult life: budgeting woes, cramps, the nuances of sweater theft, and th",Paperback,Sequential Art,March,128,Andrews McMeel Publishing,4.30,Big Mushy Happy Lump,2017
Greg Rucka,A part of ,Paperback,Sequential Art,February,128,DC Comics                          (first published February 17th 2017,3.91,"Wonder Woman, Volume 1: The Lies",2017
Brian K. Vaughan,"From the worldwide bestselling team of Fiona Staples and Brian K. Vaughan, “The War for Phang” is an epic, self-contained ",Paperback,Sequential Art,April,152,Image Comics,4.52,"Saga, Vol. 7",2017
Marissa Meyer,"When rogue packs of wolf-hybrid soldiers threaten the tenuous peace alliance between Earth and Luna, Iko takes it upon herself to hunt down the soldiers' leader. She is soon working with a handsome royal guard who forces her to question everything she knows about love, loyalty, and her own humanity. With appearances by Cinder and the rest of the Rampion crew, this is a mus",Hardcover,Sequential Art,January,238,Feiwel & Friends,4.17,Wires and Nerve,2017
Marjorie M. Liu,"Maika Halfwolf is on the run from a coalition of forces determined to control or destroy the powerful Monstrum that lives beneath her skin. But Maika still has a mission of her own: to discover the secrets of her late mother, Moriko. ",Paperback,Sequential Art,July,182,Image Comics,4.33,"Monstress, Vol. 2: The Blood",2017
Shannon Hale,<b>When best friends are not forever . . . </b>,Hardcover,Sequential Art,May,224,First Second,4.10,Real Friends,2017
G. Willow Wilson,"While CIVIL WAR II brews, the next generation of Avengers has bigger things to worry about--like a tri-state academic competition! As rival schools clash, Ms. Marvel's teammates Spider-Man and Nova are now her enemies! But when Kamala gets called to the real battle's front line, she faces a fight she can't embiggen her way out of. She's about to learn a valuable lesson: Ne",Paperback,Sequential Art,December,136,Marvel,4.23,"Ms. Marvel, Vol. 6: Civil War II",2016
Jomny Sun,<em>Everyone’s a Aliebn When Ur a Aliebn Too </em>,Hardcover,Sequential Art,June,304,Harper Perennial,4.05,Everyone's a Aliebn When Ur a Aliebn Too,2017
Thi Bui,<b>An intimate and poignant graphic novel portraying one family’s journey from war-torn Vietnam from debut author Thi Bui</b>,Hardcover,Sequential Art,March,329,Harry N. Abrams,4.38,The Best We Could Do,2017
Brian K. Vaughan,<b>Brian K. Vaughan</b>,Paperback,Sequential Art,November,128,Image Comics,4.16,"Paper Girls, Vol. 2",2016
Noelle Stevenson,"<b>What gives, two-legs?!</b>",Paperback,Sequential Art,December,112,BOOM! Box,3.99,"Lumberjanes, Vol. 5: Band Together",2016
Emil Ferris,"Set against the tumultuous political backdrop of late ’60s Chicago, ",Paperback,Sequential Art,February,414,Fantagraphics,4.12,"My Favorite Thing Is Monsters, Vol. 1",2017
Michael Dante DiMartino,"Relishing their newfound feelings for each other, Korra and Asami leave the Spirit World . . . but find nothing in Republic City but political hijinks and human vs. spirit conflict! ",Paperback,Fantasy,July,80,Dark Horse,4.28,The Legend of Korra: Turf Wars Part One,2017
Tom King,"Once upon a time a robot and a witch fell in love. What followed was a tale of the dead and the dying, of the hopeful and the lost, of the wronged and the avenged. And in the end, after both had fallen, the witch and the robot rose from their dirt and eyed each other across a field of blood and bone. Forty-five years in the making, this is the story of Scarlet Witch and th",Paperback,Sequential Art,December,136,Marvel                          (first published November 30th 2016,4.44,"The Vision, Volume 2: Little Better than a Beast",2016
Jonathan Hickman,<b>All Hail God Money!</b>,Paperback,Sequential Art,January,240,Image Comics,4.18,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",2017
Jeff Lemire,"Once they were heroes, but the age of heroes has long since passed. Banished from existence by a multiversal crisis, the old champions of Spiral City--Abraham Slam, Golden Gail, Colonel Weird, Madame Dragonfly, and Barbalien--now lead simple lives in an idyllic, timeless farming village from which there is no escape! But as they employ all of their super abilities to free",Paperback,Sequential Art,April,184,Dark Horse,4.21,"Black Hammer, Vol. 1: Secret Origins",2017
Kelly Sue DeConnick,"Eisner Award-nominated writer KELLY SUE DeCONNICK (PRETTY DEADLY, Captain Marvel) and VALENTINE DE LANDRO (X-Factor) follow up on the success of EXTRAORDINARY MACHINE with the second installment of their highly acclaimed and fiercely unapologetic BITCH PLANET. A few years down the road in the wrong direction, a woman's failure to comply with her patriarchal overlords resul",Paperback,Sequential Art,June,144,Image Comics,4.31,"Bitch Planet, Vol. 2: President Bitch",2017
Kieron Gillen,"The gods are free to do whatever they want. Inevitably, they do. Collects issues 23-28 of the series, including the critically lauded Kevin Wada magazine issue.",Paperback,Sequential Art,June,144,Image Comics,4.02,"The Wicked + The Divine, Vol. 5: Imperial Phase, Part I",2017
Joe Sugg,<p> <b>BOOK 3 IN THE USERNAME SERIES</b> </p>,Kindle Edition,Sequential Art,September,192,Hodder & Stoughton,4.02,Username: Uprising,2017
Scott Westerfeld,"Three years ago an event destroyed the small city of Poughkeepsie, forever changing reality within its borders. Uncanny manifestations and lethal dangers now await anyone who enters the Spill Zone.",Hardcover,Sequential Art,May,224,First Second,4.03,Spill Zone,2017
Rupi Kaur,"From Rupi Kaur, the #1 New York Times bestselling author of milk and honey, comes her long-awaited second collection of poetry. A vibrant and transcendent journey about growth and healing. Ancestry and honoring one’s roots. Expatriation and rising up to find a home within yourself.",Paperback,Poetry,October,256,Andrews McMeel Publishing,4.18,The Sun and Her Flowers,2017
Sabrina Benaim,<i>Depression &amp; Other Magic Tricks</i>,Paperback,Poetry,August,75,Button Poetry                          (first published August 18th 2017,3.83,Depression & Other Magic Tricks,2017
Kwame Alexander,"<i>When the heart gets lost, let the music find you.</i>",Hardcover,Poetry,July,464,Blink,3.99,Solo,2017
Atticus Poetry,<b>The first collection of poetry by Instagram sensation Atticus.</b>,Paperback,Poetry,July,225,Atria Books,4.02,Love Her Wild,2017
Jason Reynolds,"1 hour, 43 minutes",Hardcover,Young Adult,October,306,Atheneum/Caitlyn Dlouhy Books,4.38,Long Way Down,2017
Sarah Crossan,"<b>From two acclaimed authors comes an emotional story told in verse about friendship, love, and overcoming unbeatable odds.</b>",Paperback,Poetry,February,336,Bloomsbury Childrens,3.67,We Come Apart,2017
Olivia Gatwood,"One of the most recognizable young poets in America, Olivia Gatwood dazzles with her tribute to contemporary American womanhood in her debut book, New American Best Friend. Gatwood's poems deftly deconstruct traditional stereotypes. The focus shifts from childhood to adulthood, gender to sexuality, violence to joy. And always and inexorably, the book moves toward celebrati",Paperback,Poetry,March,55,Button Poetry,4.35,New American Best Friend,2017
Morgan  Parker,<em>There Are More Beautiful Things Than Beyoncé</em>,Paperback,Poetry,February,85,Tin House Books,4.01,There Are More Beautiful Things Than Beyoncé,2017
Hollie McNish,Hollie McNish has thrilled and entranced audiences the length and breadth of the UK with her compelling and powerful performances. ,Paperback,Poetry,June,125,Picador,4.13,Plum,2017
Eve L. Ewing,"Electric Arches is an imaginative exploration of black girlhood and womanhood through poetry, visual art, and narrative prose. Blending stark realism with the fantastical, Ewing takes us from the streets of Chicago to an alien arrival in an unspecified future, deftly navigating boundaries of space, time, and reality with delight and flexibility.",Paperback,Poetry,September,94,Haymarket Books,4.29,Electric Arches,2017
Marie Howe,<em>Magdalene</em>,Hardcover,Poetry,March,96,W. W. Norton  Company,4.09,Magdalene,2017
Gabbie Hanna,"From Teen Choice Award-nominated comedian and vlogger Gabbie Hanna, known on YouTube as The Gabbie Show, an astounding debut poetry collection that captures the essence of what it means to come of age in today’s world.",Paperback,Poetry,September,256,Atria/Keywords Press                          (first published September 9th 2017,3.65,Adultolescence,2017
Pyrokardia,"<em>This book is not for healing,<br/>it is a shelter for your breaking<br/>you will leave<br/>but you'll leave whole.</em>",Paperback,Poetry,January,128,CreateSpace Independent Publishing Platform,3.37,Broken Wishbones and Empty Spaces,2017
Chen  Chen,"In this ferocious and tender debut, Chen Chen investigates inherited forms of love and family—the strained relationship between a mother and son, the cost of necessary goodbyes—all from Asian American, immigrant, and queer perspectives. Holding all accountable, this collection fully embraces the loss, grief, and abundant joy that come with charting one’s own path in identi",Paperback,Poetry,April,96,BOA Editions Ltd,4.30,When I Grow Up I Want to Be a List of Further Possibilities,2017
Tommy Pico,<em>Nature Poem</em>,Paperback,Poetry,May,78,Tin House Books,4.42,Nature Poem,2017
Tommy Pico,<em>Nature Poem</em>,Paperback,Poetry,May,78,Tin House Books,4.42,Nature Poem,2017
Morgan Nikola-Wren,"In her much-anticipated debut poetry collection, Morgan Nikola-Wren has woven her signature romantic grit through a stunning, modern-day fairy tale. Chronicling the relationship between a lonely artist and her absent--albeit abusive--muse, Magic with Skin On will gently break you, then put you back together again.",Paperback,Poetry,February,144,Luminarium Press,4.17,Magic with Skin On,2017
Kaveh Akbar,"""Was it Jung who speculated that alcoholism might be an attempt at a material solution for a spiritual problem? Kaveh Akbar seems able to contain both--he's a demotic, as well as a spiritual, poet (the only type of either I trust). Each word in this little book might rise up from somewhere deep in the earth, but they turn into stars."" - Nick Flynn",Paperback,Poetry,January,45,"Sibling Rivalry Press, LLC",4.51,Portrait of the Alcoholic,2017
Danez Smith,"Award-winning poet Danez Smith is a groundbreaking force, celebrated for deft lyrics, urgent subjects, and performative power. ",Paperback,Poetry,September,96,Graywolf Press,4.55,Don't Call Us Dead,2017
Natalie Shapero,"Thought-provoking and sardonically expressive, Shapero is a self-proclaimed “hard child”—unafraid of directly addressing bleakness as she continually asks what it means to be human and to bring new life into the world. ",Paperback,Poetry,April,96,Copper Canyon Press,4.11,Hard Child,2017
Angie Thomas,<b>A three-time winner of Goodreads Choice Awards</b>,Hardcover,Young Adult,February,444,Balzer + Bray,4.55,The Hate U Give,2017
Stephanie Garber,"<i>Remember, it’s only a game…</i>",Hardcover,Fantasy,January,407,Flatiron Books,3.94,Caraval,2017
Katherine Arden,"At the edge of the Russian wilderness, winter lasts most of the year and the snowdrifts grow taller than houses. But Vasilisa doesn't mind—she spends the winter nights huddled around the embers of a fire with her beloved siblings, listening to her nurse's fairy tales. Above all, she loves the chilling story of Frost, the blue-eyed winter demon, who appears in the frigid ni",Hardcover,Fantasy,January,323,Del Rey Books,4.13,The Bear and the Nightingale,2017
Georgia Hunter,NEW YORK TIMES BESTSELLER,Hardcover,Historical,February,416,Viking,4.41,We Were the Lucky Ones,2017
Matthew J. Sullivan,"When a bookshop patron commits suicide, his favorite store clerk must unravel the puzzle he left behind. Lydia Smith lives her life hiding in plain sight. A clerk at the Bright Ideas bookstore, she keeps a meticulously crafted existence among her beloved books, eccentric colleagues, and the BookFrogs—the lost and lonely regulars who spend every day marauding the store’s ov",Hardcover,Mystery,June,328,Scribner,3.79,Midnight at the Bright Ideas Bookstore,2017
Jane Harper,"<b>A small town hides big secrets in this atmospheric, page-turning debut mystery by award-winning author Jane Harper.</b>",Hardcover,Mystery,January,328,Flatiron Books                          (first published May 31st 2016,4.04,The Dry,2016
Omar El Akkad,"Sarat Chestnut, born in Louisiana, is only six when the Second American Civil War breaks out in 2074. But even she knows that oil is outlawed, that Louisiana is half underwater, that unmanned drones fill the sky. And when her father is killed and her family is forced into Camp Patience for displaced persons, she quickly begins to be shaped by her particular time and place",Hardcover,Fiction,April,333,Knopf Publishing Group,3.81,American War,2017
Jennifer    Ryan,<p>The village of Chilbury in Kent is about to ring in some changes.<br/>This is a delightful novel of wartime gumption and village spirit that will make your heart sing out.</p>,Hardcover,Historical,February,371,Crown Publishing Group,3.99,The Chilbury Ladies' Choir,2017
Gabriel Tallent,"Turtle Alveston is a survivor. At fourteen, she roams the woods along the northern California coast. The creeks, tide pools, and rocky islands are her haunts and her hiding grounds, and she is known to wander for miles. But while her physical world is expansive, her personal one is small and treacherous: Turtle has grown up isolated since the death of her mother, in the th",Hardcover,Fiction,August,417,Riverhead Books                          (first published April 29th 2017,3.65,My Absolute Darling,2017
Lisa Ko,"One morning, Deming Guo’s mother, an undocumented Chinese immigrant named Polly, goes to her job at the nail salon and never comes home. No one can find any trace of her.",Hardcover,Fiction,May,352,Algonquin Books,3.87,The Leavers,2017
Ayọ̀bámi Adébáyọ̀,"Yejide and Akin have been married since they met and fell in love at university. Though many expected Akin to take several wives, he and Yejide have always agreed: polygamy is not for them. But four years into their marriage--after consulting fertility doctors and healers, trying strange teas and unlikely cures--Yejide is still not pregnant. She assumes she still has time-",Hardcover,Fiction,August,260,Knopf Publishing Group                          (first published March 2nd 2017,4.03,Stay with Me,2017
Elan Mastai,"You know the future that people in the 1950s imagined we'd have? Well, it happened. In Tom Barren's 2016, humanity thrives in a techno-utopian paradise of flying cars, moving sidewalks, and moon bases, where avocados never go bad and punk rock never existed . . . because it wasn't necessary.",Hardcover,Science Fiction,February,373,Dutton Books                          (first published 2017,3.77,All Our Wrong Todays,2017
Rachel Khong,"Goodbye, Vitamin is the wry, beautifully observed story of a woman at a crossroads, as Ruth and her friends attempt to shore up her father's career; she and her mother obsess over the ambiguous health benefits - in the absence of a cure - of dried jellyfish supplements and vitamin pills; and they all try to forge a new relationship with the brilliant, childlike, irascible",Paperback,Fiction,July,208,Henry Holt and Co,3.73,"Goodbye, Vitamin",2017
Kayla Rae Whitaker,"In the male-dominated field of animation, Mel Vaught and Sharon Kisses are a dynamic duo, the friction of their differences driving them: Sharon, quietly ambitious but self-doubting; Mel, brash and unapologetic, always the life of the party. Best friends and artistic partners since the first week of college, where they bonded over their working-class roots and obvious tale",Hardcover,Fiction,January,369,Random House,3.97,The Animators,2017
Abby Fabiaschi,"A story from debut author Abby Fabiaschi that is ""as absorbing as it is illuminating, and as witty as it is heartbreaking.""",Hardcover,Fiction,January,272,St. Martin's Press,4.17,I Liked My Life,2017
Zinzi Clemmons,"From an author of rare, haunting power, a stunning novel about a young African-American woman coming of age—a deeply felt meditation on race, sex, family, and country",Hardcover,Fiction,July,213,Viking,3.64,What We Lose,2017
Nicholas Eames,"Clay Cooper and his band were once the best of the best -- the meanest, dirtiest, most feared crew of mercenaries this side of the Heartwyld. ",Paperback,Fantasy,February,502,Orbit,4.35,Kings of the Wyld,2017
Devney Perry,<b>One old farmhouse brought them together. It could also tear them apart.</b>,Paperback,Romance,March,376,EverAfter Romance                          (first published March 9th 2017,3.92,The Coppersmith Farmhouse,2017
Robinne Lee,"When Solène Marchand, the thirty-nine-year-old owner of a prestigious art gallery in Los Angeles, takes her daughter, Isabelle, to meet her favorite boy band, she does so reluctantly and at her ex-husband’s request. The last thing she expects is to make a connection with one of the members of the world-famous August Moon. But Hayes Campbell is clever, winning, confident, a",Paperback,Romance,June,372,St. Martin's Griffin,4.18,The Idea of You,2017
Dan Moren,"The galaxy is mired in a cold war between two superpowers, the Illyrican Empire and the Commonwealth. Thrust between this struggle are Simon Kovalic, the Commonwealth’s preeminent spy, and Kyle Rankin, a lowly soldier happily scrubbing toilets on Sabea, a remote and isolated planet. However, nothing is as it seems.",Paperback,Science Fiction,May,312,Talos,3.92,The Caledonian Gambit,2017
Angie Thomas,<b>A three-time winner of Goodreads Choice Awards</b>,Hardcover,Young Adult,February,444,Balzer + Bray,4.55,The Hate U Give,2017
John Green,"Sixteen-year-old Aza never intended to pursue the mystery of fugitive billionaire Russell Pickett, but there’s a hundred-thousand-dollar reward at stake and her Best and Most Fearless Friend, Daisy, is eager to investigate. So together, they navigate the short distance and broad divides that separate them from Russell Pickett’s son, Davis. Aza is trying. She is trying to b",Hardcover,Young Adult,October,288,Dutton Books for Young Readers,4.01,Turtles All the Way Down,2017
Karen M. McManus,"<b><i>The Breakfast Club</i> meets <i>Pretty Little Liars</i>, <i>One of Us Is Lying</i> is the story of what happens when five strangers walk into detention and only four walk out alive. Everyone is a suspect, and everyone has something to hide.</b>",Hardcover,Young Adult,May,361,Delacorte Press,4.06,One of Us Is Lying,2017
Mackenzi Lee,"Henry “Monty” Montague was born and bred to be a gentleman, but he was never one to be tamed. The finest boarding schools in England and the constant disapproval of his father haven’t been able to curb any of his roguish passions—not for gambling halls, late nights spent with a bottle of spirits, or waking up in the arms of women or men.",Hardcover,Historical,June,513,Katherine Tegen Books,4.16,The Gentleman's Guide to Vice and Virtue,2017
Jenny Han,<b>Lara Jean is having <i>the best</i> senior year.</b>,Hardcover,Young Adult,May,325,Simon  Schuster Books for Young Readers,4.17,"Always and Forever, Lara Jean",2017
Ashley Poston,"Geek girl Elle Wittimer lives and breathes Starfield, the classic science-fiction series she grew up watching with her late father. So when she sees a cosplay contest for a new Starfield movie, she has to enter. The prize? An invitation to the ExcelsiCon Cosplay Ball and a meet-and-greet with the actor slated to play Federation Prince Carmindor in the reboot. With savings",Hardcover,Young Adult,April,320,Quirk Books,4.04,Geekerella,2017
Francesca Zappia,<i>Her story is a phenomenon. Her life is a disaster.</i>,Hardcover,Contemporary,May,385,Greenwillow Books,4.27,Eliza and Her Monsters,2017
Sarah Dessen,"<b>As bubbly as champagne and delectable as wedding cake, <i>Once and for All</i>, Sarah Dessen's thirteenth novel, is set in the world of wedding planning, where crises are routine.</b>",Hardcover,Young Adult,June,358,Viking Books for Young Readers,3.77,Once and for All,2017
