author,description,format,genre,month,pages,publisher,rating,title,year
Neil deGrasse Tyson,"In this fascinating foray into the centuries-old relationship between science and military power, acclaimed astrophysicist Neil deGrasse Tyson and writer-researcher Avis Lang examine how the methods and tools of astrophysics have been enlisted in the service of war. ""The overlap is strong, and the knowledge flows in both directions,"" say the authors, because astrophysicist",Hardcover,Science,September,576,W. W. Norton  Company,3.58,Accessory to War: The Unspoken Alliance Between Astrophysics and the Military,2018
Adam  Becker,<b>The untold story of the heretical thinkers who dared to question the nature of our quantum universe</b>,Hardcover,Science,March,384,Basic Books,4.29,What Is Real?: The Unfinished Quest for the Meaning of Quantum Physics,2018
Christian Davenport,"<strong>The historic quest to rekindle the human exploration and colonization of space led by two rivals and their vast fortunes, egos, and visions of space as the next entrepreneurial frontier<br/><br/></strong>",Hardcover,Nonfiction,March,320,PublicAffairs,4.24,"The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos",2018
Justin McElroy,"<b>A compelling, often hilarious and occasionally horrifying exploration of how modern medicine came to be!</b>",Hardcover,Nonfiction,October,216,Weldon Owen,4.21,"The Sawbones Book: The Hilarious, Horrifying Road to Modern Medicine",2018
Sabine Hossenfelder,<b>A contrarian argues that modern physicists' obsession with beauty has given us wonderful math but bad science.</b>,Hardcover,Science,June,291,Hachette,4.16,Lost in Math: How Beauty Leads Physics Astray,2018
Lucy    Jones,"<b>By a veteran seismologist of the U.S. Geological Survey, a lively and revealing history of the world's most disruptive natural disasters, their impact on our culture, and new ways of thinking about the ones to come</b>",Hardcover,Nonfiction,April,256,Doubleday Books,4.13,The Big Ones: How Natural Disasters Have Shaped Us (and What We Can Do about Them),2018
Ryan North,<b> <b>Get ready to make history. . . </b> <b> <i>better.</i> </b> </b>,Hardcover,Nonfiction,September,437,Riverhead Books,4.19,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,2018
Varun Sivaram,"<b>How solar could spark a clean-energy transition through transformative innovation--creative financing, revolutionary technologies, and flexible energy systems.</b>",Hardcover,Nonfiction,March,392,Mit Press                          (first published 2018,4.16,Taming the Sun: Innovations to Harness Solar Energy and Power the Planet,2018
David Reich,<b>A groundbreaking book about how technological advances in genomics and the extraction of ancient DNA have profoundly changed our understanding of human prehistory while resolving many long-standing controversies.</b>,Hardcover,Science,March,335,Pantheon Books,4.23,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,2018
Safiya Umoja Noble,"Run a Google search for ""black girls"" - what will you find? ""Big Booty"" and other sexually explicit terms are likely to come up as top search terms. But, if you type in ""white girls,"" the results are radically different. The suggested porn sites and un-moderated discussions about ""why black women are so sassy"" or ""why black women are so angry"" presents a disturbing portrai",Paperback,Nonfiction,February,256,New York University Press,4.07,Algorithms of Oppression: How Search Engines Reinforce Racism,2018
David Quammen,"<b>Nonpareil science writer David Quammen explains how recent discoveries in molecular biology can change our understanding of evolution and life’s history, with powerful implications for human health and even our own human nature. </b>",Hardcover,Science,August,480,Simon  Schuster,4.05,The Tangled Tree: A Radical New History of Life,2018
Chrissy Teigen,"<b>After the extraordinary success of <i>Cravings</i>, Chrissy Teigen comes back with more of her signature wit and take-no-prisoners flavor bombs.</b>",Hardcover,Food and Drink,September,256,Clarkson Potter,4.26,Cravings: Hungry for More,2018
Joanna Gaines,<em>Magnolia Table</em>,Hardcover,Food and Drink,April,336,William Morrow Cookbooks,4.29,Magnolia Table: A Collection of Recipes for Gathering,2018
Tasty,"Tasty, Buzzfeed's popular cooking brand, delivers both comforting and healthy weeknight dinners for meat-lovers, vegetarians, and vegans alike, plus treats like ice cream, chocolate desserts, and rainbow recipes galore. You've been mesmerized by their top down recipe videos, but there's still something about having a tangible album of edible deliciousness at your fingertip",Hardcover,Food and Drink,December,192,Clarkson Potter Publishers,3.75,Tasty Latest and Greatest: Everything You Want to Cook Right Now (an Official Tasty Cookbook),2017
Alison  Walsh,<b>A Literary-Inspired Cookbook for Voracious Readers at Teatime</b>,Hardcover,Food and Drink,June,160,Skyhorse Publishing,3.82,"A Literary Tea Party: Blends and Treats for Alice, Bilbo, Dorothy, Jo, and Book Lovers Everywhere",2018
Ina Garten,"<b> <b>In her new cookbook, </b> <b> <i>Cook Like a Pro</i> </b> <b>, Ina Garten shares a brand-new collection of recipes, tips, and techniques, so readers can cook with confidence no matter how much experience they have in the kitchen. </b> </b>",Kindle Edition,Food and Drink,October,267,Clarkson Potter,3.91,Cook Like a Pro: Recipes and Tips for Home Cooks,2018
Tim Federle,"<strong>Literature, puns, and alcohol collide in this clever follow-up to <em>Tequila Mockingbird</em>, the world's bestselling cocktail recipes book.</strong>",Hardcover,Food and Drink,October,144,Running Press Adult,3.81,"Are You There God? It's Me, Margarita: More Cocktails with a Literary Twist",2018
Lauren Toyota,"<b> <b>A fun and irreverent take on vegan comfort food that's saucy, sweet, sassy, and most definitely deep-fried, from YouTube sensation Lauren Toyota of Hot for Food.</b> </b>",Paperback,Food and Drink,February,240,Penguin Books Canada,4.30,Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face,2018
Lauren Toyota,"<b> <b>A fun and irreverent take on vegan comfort food that's saucy, sweet, sassy, and most definitely deep-fried, from YouTube sensation Lauren Toyota of Hot for Food.</b> </b>",Paperback,Food and Drink,February,240,Penguin Books Canada,4.30,Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face,2018
Giada De Laurentiis,"<b> <b>With photos shot on location around her native Rome, Giada's latest book--a </b> <b> <i>New York Times</i> </b> <b> bestseller--is a lavish exploration of her food roots and the lifestyle traditions that define </b> <b> <i>la bella vita</i> </b> <b>, with the contemporary California twist that has made her America's most beloved Italian chef.</b> </b>",Hardcover,Food and Drink,March,288,Clarkson Potter Publishers,3.80,Giada's Italy: My Recipes for La Dolce Vita,2018
Gaz Oakley,Tempted to try your hand at vegan food but don't know where to start? Or even just to make meat-free Monday a regular thing? Long gone are the days of vegan food being dull and worthy: ,Hardcover,Food and Drink,February,224,Quadrille Publishing,4.18,Vegan 100: Over 100 Incredible Recipes from Avant-Garde Vegan,2018
Bobby Flay,"<b>Cook, eat, and be fit with 150 recipes from Bobby Flay, whose approach to healthy eating is all about flavor—not eliminating anything from your diet.</b>",Hardcover,Food and Drink,December,256,Clarkson Potter Publishers,3.62,Bobby Flay Fit: 200 Recipes for a Healthy Lifestyle,2017
Rosanna Pansino,"Baking All Year Round is filled with creative and delicious recipes for celebrating with friends and family throughout the year. There are eighty-six recipes covering holidays and special occasions such as Valentine’s Day, Mother’s Day, Father’s Day, Halloween, Christmas, birthdays, weddings, and more. Recipes include sweet treats like Blackberry Cobbler, Donut Cake, Confe",Hardcover,Food and Drink,October,256,Atria Books,3.95,Baking All Year Round: Holidays & Special Occasions,2018
Daniel Stone,"<b>The true adventures of David Fairchild, a late-nineteenth-century food explorer who traveled the globe and introduced diverse crops like avocados, mangoes, seedless grapes--and thousands more--to the American plate.</b>",Hardcover,Nonfiction,February,416,Dutton Books,4.07,The Food Explorer: The True Adventures of the Globe-Trotting Botanist Who Transformed What America Eats,2018
Edward       Lee,"There is a new American culinary landscape developing around us, and it’s one that chef Edward Lee is proud to represent. In a nation of immigrants who bring their own culinary backgrounds to this country, what happens one or even two generations later? What does their cuisine become? It turns into a cuisine uniquely its own and one that Lee argues makes America the most i",Hardcover,Food and Drink,April,304,Artisan,4.00,Buttermilk Graffiti: A Chef’s Journey to Discover America’s New Melting-Pot Cuisine,2018
Gina Homolka,"<b>For your Instant Pot®, electric pressure cooker, air fryer, slow cooker, multi-cooker, Dutch oven, sheet pan, skillet, and more--140 healthy and delicious recipes that are big on flavor and low on calories and cleanup.</b>",Kindle Edition,Food and Drink,October,304,Clarkson Potter,4.18,"Skinnytaste One and Done: 140 No-Fuss Dinners for Your Instant Pot®, Slow Cooker, Air Fryer, Sheet Pan, Skillet, Dutch Oven, and More: 140 No-Fuss Dinners Sheet Pan, Skillet, Dutch Oven, and More",2018
Yotam Ottolenghi,"<b>A collection of 130 easy, flavor-forward recipes from beloved chef Yotam Ottolenghi.</b>",Hardcover,Food and Drink,October,320,Ten Speed Press                          (first published September 6th 2018,4.23,Ottolenghi Simple: A Cookbook,2018
Mark Kurlansky,"<b>Mark Kurlansky's first global food history since the bestselling <i>Cod</i> and<i> Salt</i>; the fascinating cultural, economic, and culinary story of milk and all things dairy--with recipes throughout. </b>",Hardcover,Nonfiction,May,385,Bloomsbury Publishing,3.50,"Milk!: A 10,000-Year Food Fracas",2018
Camas Davis,<b>A wayward young woman abandons her magazine career to learn the old ways of butchery and discover what it means to take life into her own hands</b>,Hardcover,Nonfiction,July,352,Penguin Press,3.70,Killing It: An Education,2018
Jonathan Kauffman,"An enlightening narrative history—an entertaining fusion of Tom Wolfe and Michael Pollan—that traces the colorful origins of once unconventional foods and the diverse fringe movements, charismatic gurus, and counterculture elements that brought them to the mainstream and created a distinctly American cuisine.",Hardcover,Food and Drink,January,352,William Morrow,3.86,"Hippie Food: How Back-to-the-Landers, Longhairs, and Revolutionaries Changed the Way We Eat",2018
Julia Turshen,<b>A Goodreads Choice Nominee for Best Cookbooks 2018!</b>,Hardcover,Food and Drink,September,304,Chronicle Books,4.07,"Now & Again: Go-To Recipes, Inspired Menus+ Endless Ideas for Reinventing Leftovers",2018
Sarah Andersen,"<b>Adjusting to life as a world-famous cartoonist isn't easy. Terrifying deadlines, piles of junk-food wrappers under a glowing computer screen, and an ever-growing horde of pets....umm, never mind--it's pretty much the same.</b>",Paperback,Sequential Art,March,112,Andrews McMeel Publishing,4.21,Herding Cats,2018
Catana Chetwynd,<i>Soppy</i>,Hardcover,Sequential Art,June,160,Andrews McMeel Publishing,4.25,Little Moments of Love,2018
Brian K. Vaughan,"After the traumatic events of the War for Phang, Hazel, her parents, and their surviving companions embark on a life-changing adventure at the westernmost edge of the universe.",Paperback,Sequential Art,December,146,Image Comics,4.45,"Saga, Vol. 8",2017
G. Willow Wilson,"The villains are at Kamala's door, and Ms. Marvel has to save a city that doesn't want saving. The malleable Ms. Marvel continues her hero's journey as an enemy from her past begins targeting those closest to her, a challenge that calls into question everything about her -- not just as a super hero, but as a human being! Who can Ms. Marvel trust when everyone in Jersey Cit",Paperback,Sequential Art,December,144,Marvel,4.19,"Ms. Marvel, Vol. 8: Mecca",2017
Jen Wang,"Paris, at the dawn of the modern age:",Paperback,Sequential Art,February,288,First Second,4.46,The Prince and the Dressmaker,2018
Brian K. Vaughan,"The mind-bending, time-warping adventure from BRIAN K. VAUGHAN and CLIFF CHIANG continues, as intrepid newspaper deliverer Tiffany is launched from the prehistoric past into the year 2000! In this harrowing version of our past, Y2K was even more of a cataclysm than experts feared, and the only person who can save the future is a 12-year-old girl from 1988.",Paperback,Sequential Art,April,128,Image Comics,4.19,"Paper Girls, Vol. 4",2018
Clint McElroy,Welcome to the Adventure Zone!,Paperback,Fantasy,July,256,First Second,4.29,The Adventure Zone: Here There Be Gerblins,2018
Pénélope Bagieu,"Throughout history and across the globe, one characteristic connects the daring women of ",Paperback,Sequential Art,March,296,First Second,4.51,Brazen: Rebel Ladies Who Rocked the World,2018
C.S. Pacat,Combines Issues #1-4.,Paperback,Sequential Art,July,112,BOOM! Box                          (first published April 11th 2018,4.07,Fence Vol. 1,2018
Mari Andrew,"<b><i>Adulting</i> meets <i>Hyperbole and a Half</i> in this witty, starkly honest, and absolutely on-point book of essays and illustrations on the realities of growing up and finding yourself.</b>",Hardcover,Sequential Art,March,192,Clarkson Potter Publishers,3.98,"Am I There Yet? The Loop-de-Loop, Zigzagging Journey to Adulthood",2018
Vera Brosgol,A gripping and hilarious middle-grade summer camp memoir from the author of ,Hardcover,Sequential Art,April,256,First Second,3.93,Be Prepared,2018
Tee Franklin,"When Hazel Johnson and Mari McCray met at church bingo in 1963, it was love at first sight. Forced apart by their families and society, Hazel and Mari both married young men and had families. Decades later, now in their mid-'60s, Hazel and Mari reunite again at a church bingo hall. Realizing their love for each other is still alive, what these grandmothers do next takes ab",Paperback,Sequential Art,February,88,Image Comics                          (first published December 2017,3.92,Bingo Love,2017
Marissa Meyer,"Iko – an audacious android and best friend to the Lunar Queen Cinder – has been tasked with hunting down Alpha Lysander Steele, the leader of a rogue band of bioengineered wolf-soldiers who threaten to undo the tenuous peace agreement between Earth and Luna. Unless Cinder can reverse the mutations that were forced on them years before, Steele and his soldiers plan to satis",Hardcover,Sequential Art,January,324,Feiwel & Friends,4.23,Gone Rogue,2018
Ngozi Ukazu,"Helloooo, Internet Land. Bitty here!",Hardcover,Sequential Art,September,288,First Second,4.56,"Check, Please!: #Hockey, Vol. 1",2018
Nick Drnaso,"<b>Video games, conspiracy theories, breakdown, murder: Everything’s gonna be all right—until it isn’t...</b>",Hardcover,Sequential Art,May,204,Drawn and Quarterly,3.84,Sabrina,2018
Kieron Gillen,"When you're at the peak of your powers, there's only one way to go. The question becomes - how many people are you willing to drag down with you?",Paperback,Sequential Art,January,168,Image Comics,4.07,"The Wicked + The Divine, Vol. 6: Imperial Phase, Part 2",2018
Marjorie M. Liu,"Maika has spent most of her life learning how to fight, but how will she fare when the only way to save her life...is to make friends?",Paperback,Sequential Art,September,168,Image Comics,4.28,"Monstress, Vol. 3: Haven",2018
Jarrett J. Krosoczka,<b>A National Book Award Finalist!</b>,Hardcover,Sequential Art,October,320,Graphix,4.13,"Hey, Kiddo",2018
Jeff Lemire,"When a visitor from the outside world arrives on the Farm, looking for the Black Hammer and bringing news of Spiral City to its Golden Age heroes, everything changes. Her arrival stirs up old memories and awakens new hope in the marooned heroes and they make a new attempt to escape their strange prison. - Jeff Lemire's (",Paperback,Sequential Art,January,152,Dark Horse Books,4.36,"Black Hammer, Vol. 2: The Event",2018
Saladin Ahmed,"The silent king of the Inhumans stars in his first-ever solo series! But it begins with Black Bolt...imprisoned?! Where exactly is he? Why has he been jailed? And who could be powerful enough to hold the uncanny Black Bolt? The answers to both will shock you -and Black Bolt as well! For if he is to learn the truth, he must first win a fight to the death with a fellow inmat",Paperback,Sequential Art,December,136,Marvel,3.95,"Black Bolt, Vol. 1: Hard Time",2017
Amanda Lovelace,2016 Goodreads Choice Award-winning poet Amanda Lovelace returns in ,Paperback,Poetry,March,192,Andrews McMeel Publishing,3.88,The Witch Doesn't Burn in This One,2018
Elizabeth Acevedo,A young girl in Harlem discovers slam poetry as a way to understand her mother’s religion and her own relationship to the world. Debut novel of renowned slam poet Elizabeth Acevedo.,Hardcover,Poetry,March,357,HarperTeen,4.43,The Poet X,2018
Florence Welch,<b>Lyrics and never-before-seen poetry and sketches from the iconic vocalist of Florence and the Machine</b>,Hardcover,Poetry,July,288,Crown Archetype                          (first published July 5th 2018,4.20,Useless Magic: Lyrics and Poetry,2018
Atticus Poetry,From the internationally bestselling author of ,Hardcover,Poetry,September,240,Atria Books,4.11,The Dark Between Stars,2018
Alice Walker,"Presented in both English and Spanish, Alice Walker shares a timely collection of nearly seventy works of passionate and powerful poetry that bears witness to our troubled times, while also chronicling a life well-lived. From poems of painful self-inquiry, to celebrating the simple beauty of baking frittatas, Walker offers us a window into her magical, at times difficult,",Hardcover,Poetry,October,288,Atria / 37 INK,4.03,Taking the Arrow Out of the Heart,2018
Kwame Alexander,"Before Josh and Jordan Bell were streaking up and down the court, their father was learning his own moves. In this prequel to Newbery Medal winner ",Hardcover,Poetry,April,416,HMH Books for Young Readers,4.25,Rebound,2018
Fatimah Asghar,"Poet and co-creator of the Emmy-nominated web series ""Brown Girls"" captures the experience of being a Pakistani Muslim woman in contemporary America, while exploring identity, violence, and healing.",Paperback,Poetry,June,128,One World,4.31,If They Come for Us,2018
Andrea Gibson,"<b>For readers of Rupi Kaur (<i>Milk and Honey</i>) and Cheryl Strayed, a book small enough to carry with you, with messages big enough to stay with you, from one of the most quotable and influential poets of our time.</b>",Paperback,Poetry,January,200,Plume Books,3.96,Take Me with You,2018
Lang Leav,<i>Sea of Strangers</i>,Paperback,Poetry,January,224,Andrews McMeel Publishing,3.85,Sea of Strangers,2018
R.H. Sin,From the bestselling author of the ,Paperback,Poetry,April,144,Andrews McMeel Publishing,3.86,She Felt Like Feeling Nothing,2018
Rudy Francisco,"Helium is the debut poetry collection by internet phenom Rudy Francisco, whose work has defined poetry for a generation of new readers. Rudy's poems and quotes have been viewed and shared millions of times as he has traveled the country and the world performing for sell-out crowds. Helium is filled with work that is simultaneously personal and political, blending love poem",Paperback,Poetry,November,96,Button Poetry,4.42,Helium,2017
Jason Reynolds,"Originally performed at the Kennedy Center for the unveiling of the Martin Luther King Jr. Memorial, and later as a tribute to Walter Dean Myers, this stirring and inspirational poem is ",Hardcover,Poetry,April,112,Atheneum/Caitlyn Dlouhy Books,4.26,For Every One,2018
Tracy K. Smith,"<b>The extraordinary new poetry collection by Tracy K. Smith, the Poet Laureate of the United States</b>",Hardcover,Poetry,April,75,Graywolf Press,4.12,Wade in the Water,2018
Neil Hilborn,"Neil Hilborn's highly anticipated second collection of poems, ",Paperback,Poetry,April,96,Button Poetry,4.24,The Future,2018
Neil Hilborn,"Neil Hilborn's highly anticipated second collection of poems, ",Paperback,Poetry,April,96,Button Poetry,4.24,The Future,2018
Cleo Wade,"A beautifully illustrated book from Cleo Wade—the artist, poet, and speaker who has been called “the Millennial Oprah” by",Hardcover,Poetry,March,224,Atria / 37 INK,4.18,Heart Talk: Poetic Wisdom for a Better Life,2018
Terrance Hayes,"In seventy poems bearing the same title, Terrance Hayes explores the meanings of American, of assassin, and of love in the sonnet form. Written during the first two hundred days of the Trump presidency, these poems are haunted by the country's past and future eras and errors, its dreams and nightmares. Inventive, compassionate, hilarious, melancholy, and bewildered--the wo",Paperback,Poetry,June,112,Penguin Books Ltd,4.37,American Sonnets for My Past and Future Assassin,2018
Joy McCullough,"<b>A debut novel based on the true story of the iconic painter, Artemisia Gentileschi.</b>",Hardcover,Historical,March,298,Dutton Books for Young Readers,4.09,Blood Water Paint,2018
Leonard Cohen,<i>The Flame </i>,Hardcover,Poetry,October,288,"Farrar, Straus and Giroux                          (first published 2018",4.16,The Flame,2018
Kevin Young,"<b>James Brown. John Brown's raid. Brown v. the Topeka Board of Ed. The prize-winning author of <i>Blue Laws</i> meditates on all things ""brown"" in this powerful new collection.</b>",Hardcover,Poetry,April,161,Knopf Publishing Group,4.12,Brown: Poems,2018
Tomi Adeyemi,They killed my mother.,Hardcover,Fantasy,March,525,Henry Holt Books for Young Readers,4.24,Children of Blood and Bone,2018
A.J. Finn,"Anna Fox lives alone—a recluse in her New York City home, unable to venture outside. She spends her day drinking wine (maybe too much), watching old movies, recalling happier times . . . and spying on her neighbors.",Hardcover,Mystery,January,431,William Morrow,3.96,The Woman in the Window,2018
Heather   Morris,Based on interviews that were conducted with Holocaust survivor and Auschwitz-Birkenau tattooist Ludwig (Lale) Sokolov—a love story in the midst of atrocity.,Paperback,Historical,September,272,Harper Paperbacks                          (first published January 2018,4.33,The Tattooist of Auschwitz,2018
Helen Hoang,<b>A heartwarming and refreshing debut novel that proves one thing: there's not enough data in the world to predict what will make your heart tick.</b>,Paperback,Romance,June,317,Berkley                          (first published May 30th 2018,3.99,"The Kiss Quotient (The Kiss Quotient, #1)",2018
Alexandra Christo,"Princess Lira is siren royalty and the most lethal of them all. With the hearts of seventeen princes in her collection, she is revered across the sea. Until a twist of fate forces her to kill one of her own. To punish her daughter, the Sea Queen transforms Lira into the one thing they loathe most—a human. Robbed of her song, Lira has until the winter solstice to deliver Pr",Hardcover,Fantasy,March,352,Feiwel  Friends,4.00,To Kill a Kingdom,2018
Tommy Orange,"Fierce, angry, funny, heartbreaking—Tommy Orange’s first novel is a wondrous and shattering portrait of an America few of us have ever seen, and it introduces a brilliant new author at the start of a major career. ",Hardcover,Fiction,June,294,Knopf,4.07,There There,2018
R.F. Kuang,"When Rin aced the Keju—the Empire-wide test to find the most talented youth to learn at the Academies—it was a shock to everyone: to the test officials, who couldn’t believe a war orphan from Rooster Province could pass without cheating; to Rin’s guardians, who believed they’d finally be able to marry her off and further their criminal enterprise; and to Rin herself, who r",Hardcover,Fantasy,May,530,Harper Voyager,4.06,The Poppy War,2018
Emily X.R. Pan,"Leigh Chen Sanders is absolutely certain about one thing: When her mother died by suicide, she turned into a bird.",Hardcover,Young Adult,March,462,"Little, Brown Books for Young Readers",4.17,The Astonishing Color of After,2018
Catherine Steadman,"<b>A shocking discovery on a honeymoon in paradise changes the lives of a picture-perfect couple in this taut psychological thriller debut--for readers of Ruth Ware, Paula Hawkins, and Shari Lapena.</b>",Hardcover,Fiction,June,342,Ballantine,3.66,Something in the Water,2018
C.J. Tudor,"In 1986, Eddie and his friends are just kids on the verge of adolescence. They spend their days biking around their sleepy English village and looking for any taste of excitement they can get. The chalk men are their secret code: little chalk stick figures they leave for one another as messages only they can understand. But then a mysterious chalk man leads them right to a",Hardcover,Mystery,January,280,Crown Publishing Group (NY,3.73,The Chalk Man,2018
Hank Green,"<b>In his much-anticipated debut novel, Hank Green--cocreator of Crash Course, Vlogbrothers, and SciShow--spins a sweeping, cinematic tale about a young woman who becomes an overnight celebrity before realizing she's part of something bigger, and stranger, than anyone could have possibly imagined.</b>",Hardcover,Fiction,September,343,Dutton,4.13,An Absolutely Remarkable Thing,2018
Fatima Farheen Mirza,<i>A Place for Us</i>,Hardcover,Fiction,June,385,SJP for Hogarth,4.17,A Place for Us,2018
Jennifer Zeynab Joukhadar,The story of two girls living eight hundred years apart—a modern-day Syrian refugee seeking safety and a medieval adventurer apprenticed to a legendary mapmaker.,Hardcover,Historical,May,361,Touchstone,3.89,The Map of Salt and Stars,2018
Stuart Turton,<b>The Rules of Blackheath</b>,Hardcover,Mystery,September,438,Sourcebooks Landmark                          (first published February 8th 2018,4.03,The 7½ Deaths of Evelyn Hardcastle,2018
Adrienne Young,"<b>Part Wonder Woman, part <i>Vikings</i>—and all heart.</b>",Hardcover,Fantasy,April,340,Wednesday Books,4.05,Sky in the Deep,2018
Shobha Rao,"A searing, electrifying debut novel set in India and America, about a once-in-a-lifetime friendship between two girls who are driven apart but never stop trying to find one another again.",Hardcover,Fiction,March,304,Flatiron Books,3.81,Girls Burn Brighter,2018
Mira T. Lee,"Two Chinese-American sisters—Miranda, the older, responsible one, always her younger sister’s protector; Lucia, the headstrong, unpredictable one, whose impulses are huge and, often, life changing. When Lucia starts hearing voices, it is Miranda who must find a way to reach her sister. Lucia impetuously plows ahead, but the bitter constant is that she is, in fact, mentally",Hardcover,Fiction,January,368,Pamela Dorman Books,3.95,Everything Here Is Beautiful,2018
Ingrid Rojas Contreras,"In the vein of Isabel Allende and Gabriel Garcia Marquez, a mesmerizing debut set against the backdrop of the devastating violence of 1990's Colombia about a sheltered young girl and a teenage maid who strike an unlikely friendship that threatens to undo them both.",Hardcover,Fiction,July,304,Doubleday,3.96,Fruit of the Drunken Tree,2018
C.L. Polk,"<b>C. L. Polk arrives on the scene with <i>Witchmark</i>, a stunning, addictive fantasy that combines intrigue, magic, betrayal, and romance.</b>",Paperback,Fantasy,June,320,Tor.com,3.93,Witchmark,2018
Jack Carr,A Navy SEAL has nothing left to live for and everything to kill for after he discovers that the American government is behind the deaths of his team in this ripped-from-the-headlines political thriller.,Hardcover,Thriller,March,408,Atria/Emily Bestler Books,4.21,The Terminal List,2018
Becky Albertalli,"Leah Burke—girl-band drummer, master of deadpan, and Simon Spier’s best friend from the award-winning ",Hardcover,Young Adult,April,343,HarperCollins/Balzer + Bray,4.00,Leah on the Offbeat,2018
Courtney Summers,A missing girl on a journey of revenge. A ,Hardcover,Young Adult,September,311,Wednesday Books,4.25,Sadie,2018
Becky Albertalli,"Arthur is only in New York for the summer, but if Broadway has taught him anything, it’s that the universe can deliver a showstopping romance when you least expect it.",Hardcover,Young Adult,October,437,HarperTeen,4.07,What If It's Us,2018
Jamie McGuire,<b>From #1 <i>New York Times</i> bestselling author Jamie McGuire comes a riveting tale of first love that starts young but runs deep.</b>,Paperback,Romance,May,444,Montlake Romance,3.96,All the Little Lights,2018
Mackenzi Lee,"<strong>In this highly anticipated sequel to the <em>New York Times</em> bestselling <em>The Gentleman’s Guide to Vice and Virtue</em>, Felicity Montague must use all her womanly wits and wiles to achieve her dreams of becoming a doctor—even if she has to scheme her way across Europe to do it. A must-have for fans of Mackenzi Lee’s extraordinary and Stonewall Honor-winning novel.</strong>",Hardcover,Historical,October,450,Katherine Tegen Books,4.22,The Lady's Guide to Petticoats and Piracy,2018
Emily X.R. Pan,"Leigh Chen Sanders is absolutely certain about one thing: When her mother died by suicide, she turned into a bird.",Hardcover,Young Adult,March,462,"Little, Brown Books for Young Readers",4.17,The Astonishing Color of After,2018
Morgan Matson,"Charlie Grant's older sister is getting married this weekend at their family home, and Charlie can't wait for the first time in years, all four of her older siblings will be under one roof. Charlie is desperate for one last perfect weekend, before the house is sold and everything changes. The house will be filled with jokes and games and laughs again. Making decisions abou",Hardcover,Contemporary,June,432,Simon  Schuster Books for Young Readers,3.83,Save the Date,2018
Maureen Johnson,<p> <strong>Author Maureen Johnson weaves a tale of murder and mystery in the first book of a new series.</strong> </p>,Hardcover,Mystery,January,416,HarperCollins,4.05,Truly Devious,2018
Julie   Murphy,"It is a companion novel to Dumplin', which follows supporting characters from the first book in the months after Willowdean's star turn in the Clover City pageant. ",Hardcover,Young Adult,May,428,Balzer + Bray,4.08,Puddin',2018
Mary H.K. Choi,"For Penny Lee high school was a total nonevent. Her friends were okay, her grades were fine, and while she somehow managed to land a boyfriend, he doesn’t actually know anything about her. When Penny heads to college in Austin, Texas, to learn how to become a writer, it’s seventy-nine miles and a zillion light years away from everything she can’t wait to leave behind.",Hardcover,Young Adult,March,394,Simon & Schuster Books for Young Readers,3.78,Emergency Contact,2018
Kasie West,"<strong>What do you do when you’ve fallen for your best friend? Funny and romantic, this effervescent story about family, friendship, and finding yourself is perfect for fans of Sarah Dessen and Jenny Han.</strong>",Hardcover,Contemporary,December,384,HarperTeen,3.81,"Love, Life, and the List",2017
Claire Kann,Alice had her whole summer planned. Nonstop all-you-can-eat buffets while marathoning her favorite TV shows (best friends totally included) with the smallest dash of adulting—working at the library to pay her share of the rent. The only thing missing from her perfect plan? Her girlfriend (who ended things when Alice confessed she's asexual). Alice is done with dating—no th,Hardcover,Young Adult,January,288,Swoon Reads,3.89,Let's Talk About Love,2018
Jenn Bennett,"Ever since last year’s homecoming dance, best friends-turned-best enemies Zorie and Lennon have made an art of avoiding each other. It doesn’t hurt that their families are the modern-day Californian version of the Montagues and Capulets.",Hardcover,Contemporary,April,421,Simon Pulse,4.04,Starry Eyes,2018
Kara Thomas,There are no more cheerleaders in the town of Sunnybrook.,Hardcover,Mystery,July,384,Delacorte Press,3.84,The Cheerleaders,2018
Brittany Cavallaro,The hotly anticipated and explosive third book in the ,Hardcover,Mystery,March,349,Katherine Tegen Books,4.03,The Case for Jamie,2018
Samira Ahmed,"A searing #OwnVoices coming-of-age debut in which an Indian-American Muslim teen confronts Islamophobia and a reality she can neither explain nor escape—perfect for fans of Angie Thomas, Jacqueline Woodson, and Adam Silvera.",Hardcover,Young Adult,January,281,Soho Teen,3.84,"Love, Hate & Other Filters",2018
Tahereh Mafi,"It’s 2002, a year after 9/11. It’s an extremely turbulent time politically, but especially so for someone like Shirin, a sixteen-year-old Muslim girl who’s tired of being stereotyped.",Hardcover,Young Adult,October,320,HarperTeen,4.35,A Very Large Expanse of Sea,2018
Jay Coles,"When Marvin Johnson's twin, Tyler, goes to a party, Marvin decides to tag along to keep an eye on his brother. But what starts as harmless fun turns into a shooting, followed by a police raid.",Hardcover,Young Adult,March,299,"Little, Brown Books for Young Readers",3.90,Tyler Johnson Was Here,2018
